介绍,总价/万元,元/平方米,地铁距离,描述,主键
"新湖明珠城,3室2厅,147.56平  ",1250,84711,距离7号线镇坪路站545米,普陀 武宁 |高层/16层 |朝南北 |2004年建,sh4226207
"新湖明珠城,2室2厅,120.35平  ",960,79767,距离7号线镇坪路站545米,普陀 武宁 |低层/33层 |朝南 |2007年建,sh2992062
"香花桥路20弄,2室0厅,44.41平  ",313,70479,距离3号线虹桥路站847米,长宁 新华路 |高层/6层 |朝南 |1981年建,sh4152505
"潍坊三村,1室0厅,34.84平  ",260,74626,距离9号线商城路站848米,浦东 潍坊 |中层/5层 |1983年建,sh4265510
"密云路471弄,1室1厅,40.83平  ",315,77149,距离8号线曲阳路站881米,虹口 曲阳 |高层/6层 |朝南北 |1985年建,sh4250181
"柿子湾小区,2室0厅,46.47平  ",480,103292,距离3号线宜山路站332米,徐汇 徐家汇 |中层/6层 |朝南北 |1991年建,sh4209173
"裕德路66弄,1室0厅,28.72平  ",405,141016,距离1号线上海体育馆站295米,徐汇 徐家汇 |低层/7层 |朝北 |1994年建,sh4151943
"鞍山四村第一小区,1室0厅,36.33平  ",246,67712,距离8号线鞍山新村站437米,杨浦 鞍山 |中层/6层 |朝南 |1985年建,sh4265203
"浣纱三村,1室1厅,45.45平  ",245,53905,距离8号线翔殷路站614米,杨浦 黄兴公园 |高层/6层 |朝南 |1995年建,sh4256220
"中华小区,2室0厅,47.67平  ",320,67128,距离3号线虹桥路站414米,长宁 新华路 |高层/7层 |朝南 |1996年建,sh4233273
"康平小区,1室1厅,41.54平  ",232,55849,距离1号线彭浦新村站655米,闸北 彭浦 |低层/6层 |朝南,sh4273868
"富特五村,1室1厅,45.11平  ",230,50986,距离6号线航津路站891米,浦东 外高桥 |高层/6层 |朝南 |1993年建,sh4264746
"永福路147弄,1室1厅,39.2平  ",540,137755,距离10号线上海图书馆站185米,徐汇 衡山路 |中层/5层 |朝南 |1975年建,sh4264825
"大华一村,2室1厅,49.1平  ",270,54989,距离7号线大华三路站354米,宝山 大华 |中层/6层 |朝东南 |1993年建,sh4241944
"殷行路305弄,1室1厅,48.35平  ",230,47569,距离8号线市光路站989米,杨浦 中原 |低层/5层 |朝南北,sh4221907
"曹杨五村(芙蓉园),1室1厅,47.11平  ",275,58374,距离13号线金沙江路站750米,普陀 曹杨 |高层/7层 |朝南,sh4104481
"新泾三村,2室1厅,49.28平  ",290,58847,距离2号线北新泾站407米,长宁 北新泾 |高层/6层 |朝南 |1987年建,sh3017157
"白玉新村,1室0厅,37.63平  ",285,75737,距离3号线金沙江路站307米,普陀 武宁 |高层/6层 |朝南 |1988年建,sh1074988
"潍坊八村,2室1厅,48.11平  ",385,80024,距离6号线浦电路站705米,浦东 潍坊 |中层/6层 |朝南 |1985年建,sh4262673
"海上国际,1室0厅,28.79平  ",205,71205,距离8号线鞍山新村站49米,杨浦 鞍山 |高层/26层 |朝东,sh4170469
"淞南四村,1室0厅,33.67平  ",175,51975,距离3号线淞发路站751米,宝山 淞南 |高层/6层 |朝南 |1996年建,sh4266198
"市光四村,1室1厅,42.88平  ",228,53171,距离8号线市光路站486米,杨浦 中原 |高层/6层 |朝南 |1994年建,sh4278529
"锦苑小区（虹口）,2室1厅,57.24平  ",340,59399,,虹口 凉城 |低层/6层 |朝南北 |1991年建,sh4297516
"延吉四村,2室1厅,50.29平  ",300,59654,距离8号线黄兴公园站543米,杨浦 黄兴公园 |中层/6层 |朝南北 |1985年建,sh4210599
"益丰新村,1室1厅,56.54平  ",270,47753,,浦东 张江 |高层/6层 |朝南 |1998年建,sh4256926
"牡丹小区（浦东）,2室1厅,54.36平  ",420,77262,距离2号线世纪公园站562米,浦东 花木 |低层/6层 |朝南 |1994年建,sh2256085
"控江西三村,2室1厅,51.0平  ",299,58627,距离8号线延吉中路站516米,杨浦 黄兴公园 |中层/6层 |朝南北 |1993年建,sh4344439
"中远两湾城,1室2厅,61.51平  ",480,78036,距离3号线中潭路站425米,普陀 中远两湾城 |低层/34层 |朝南 |2003年建,sh4314507
"呼玛三村,2室1厅,69.34平  ",350,50475,距离1号线呼兰路站403米,宝山 张庙 |中层/6层 |朝南 |1996年建,sh3128296
"绿地领海（商住）,1室1厅,53.5平  ",110,20560,,宝山 上大 |低层/18层 |朝南 |2011年建,sh1725627
"交通公寓,2室1厅,65.91平  ",480,72826,距离4号线延安西路站421米,长宁 新华路 |低层/14层 |朝南 |1988年建,sh4211123
"寿山坊,2室1厅,52.07平  ",310,59535,距离1号线上海南站站764米,徐汇 康健 |低层/6层 |朝南 |1989年建,sh3733976
"金属新村,2室1厅,68.88平  ",430,62427,距离8号线虹口足球场站807米,虹口 凉城 |中层/6层 |朝南北 |1995年建,sh4173291
"长顺路6号,2室0厅,55.21平  ",410,74261,距离3号线虹桥路站302米,长宁 新华路 |低层/6层 |朝南,sh4184120
"乐山大楼,2室1厅,61.49平  ",530,86192,距离1号线徐家汇站619米,徐汇 徐家汇 |中层/24层 |朝南 |1993年建,sh4307395
"茅台新苑,2室0厅,67.15平  ",425,63291,距离2号线威宁路站862米,长宁 仙霞 |高层/24层 |朝南 |1993年建,sh4229741
"凉城四村,2室1厅,51.76平  ",320,61823,,虹口 凉城 |低层/6层 |朝南北,sh4264778
"大华颐和华城（公寓）,1室2厅,63.68平  ",460,72236,,普陀 万里 |中层/13层 |朝南 |2009年建,sh2840499
"祥安公寓,1室1厅,55.63平  ",528,94912,距离9号线马当路站530米,黄浦 五里桥 |中层/25层 |朝东南 |1998年建,sh1785836
"青松小区,2室1厅,69.56平  ",548,78780,距离7号线肇嘉浜路站196米,徐汇 徐家汇 |中层/30层 |朝南 |1995年建,sh2732780
"精益公寓,2室1厅,66.74平  ",450,67425,距离4号线延安西路站273米,长宁 中山公园 |高层/18层 |朝南 |1992年建,sh4180575
"新凯城丹桂苑,2室1厅,66.46平  ",260,39121,距离9号线佘山站579米,松江 泗泾 |低层/9层 |朝南,sh4316331
"马陆汽配城,6室2厅,147.0平  ",120,8163,,嘉定 嘉定新城 |高层/14层 |朝南,sh4190082
"鸿音广场,1室1厅,80.26平  ",80,9967,,浦东 泥城镇 |高层/11层 |2013年建,sh4322389
"美隆大厦,1室0厅,47.72平  ",49,10268,距离7号线大华三路站490米,宝山 大华 |中层/12层 |朝东 |2011年建,sh4362512
"富林公寓,1室0厅,36.0平  ",37,10277,,浦东 周浦 |中层/18层 |朝北,sh4300599
"尚都国际酒店公寓,2室1厅,75.49平  ",79,10464,距离11号线安亭站959米,嘉定 安亭 |低层/15层 |朝 |2012年建,sh4370477
"鸿音广场,1室1厅,45.47平  ",48,10556,,浦东 泥城镇 |低层/11层 |朝南 |2013年建,sh2864206
"唐朝酒店,2室1厅,83.25平  ",90,10810,,嘉定 安亭 |中层/29层 |朝南 |2007年建,sh4306448
"古树园,3室0厅,115.0平  ",125,10869,,松江 松江新城 |低层/6层 |朝 |2005年建,sh4222309
"尚都国际酒店公寓,1室1厅,64.83平  ",71,10951,距离11号线安亭站959米,嘉定 安亭 |高层/15层 |2012年建,sh4370977
"九洲星耀福邸,1室1厅,45.17平  ",50,11069,,松江 泗泾 |中层/19层 |朝 |2012年建,sh4323318
"九州世贸,1室1厅,45.0平  ",50,11111,,松江 泗泾 |中层/19层 |朝北 |2013年建,sh3795740
"水都南岸（二期）,1室1厅,48.81平  ",55,11268,,青浦 朱家角 |低层/3层 |朝南 |2008年建,sh4345138
"祥腾假日风情商业广场,2室2厅,87.16平  ",100,11473,,青浦 香花桥 |高层/12层 |朝南北 |2011年建,sh4114267
"尚都国际酒店公寓,1室1厅,51.37平  ",59,11485,距离11号线安亭站959米,嘉定 安亭 |高层/23层 |朝南北 |2012年建,sh4370969
"尚都国际酒店公寓,1室1厅,51.37平  ",59,11485,距离11号线安亭站959米,嘉定 安亭 |高层/23层 |2012年建,sh4370976
"古树园,2室2厅,107.0平  ",125,11682,,松江 松江新城 |中层/6层 |2005年建,sh4276741
"绿地领海（商住）,5室2厅,168.13平  ",200,11895,,宝山 上大 |低层/31层 |朝南 |2010年建,sh2286279
"尚都国际酒店公寓,1室1厅,54.6平  ",65,11904,距离11号线安亭站959米,嘉定 安亭 |中层/15层 |朝西 |2012年建,sh2166704
"北港苑小区,4室2厅,240.0平  ",300,12500,,奉贤 青村 |低层/5层 |朝东 |2007年建,sh4261056
"阳光葡提公馆,3室2厅,128.0平  ",165,12890,,嘉定 嘉定新城 |高层/25层,sh4188748
"丰庄十二街坊,2室2厅,79.15平  ",345,43588,距离13号线丰庄站635米,嘉定 丰庄 |高层/6层 |朝南,sh4204099
"嘉宝都市港湾,2室2厅,108.0平  ",610,56481,距离13号线丰庄站350米,嘉定 丰庄 |高层/13层 |朝南北 |2008年建,sh4304737
"明日新苑,3室3厅,125.03平  ",525,41989,距离13号线丰庄站727米,嘉定 丰庄 |高层/6层 |2001年建,sh2841669
"丰庄十二街坊,2室2厅,78.92平  ",350,44348,距离13号线丰庄站635米,嘉定 丰庄 |中层/6层 |朝南,sh4246212
"丰庄十四街坊,2室1厅,66.58平  ",285,42805,距离13号线丰庄站510米,嘉定 丰庄 |高层/6层 |朝南 |1998年建,sh4259628
"振鑫花苑,2室2厅,80.43平  ",390,48489,,嘉定 丰庄 |高层/6层 |朝南北 |1999年建,sh4266267
"丽景新苑,2室1厅,66.77平  ",330,49423,距离13号线丰庄站757米,嘉定 丰庄 |低层/7层 |朝南北 |1998年建,sh4330788
"丰庄十四街坊,3室1厅,68.47平  ",320,46735,距离13号线丰庄站510米,嘉定 丰庄 |低层/6层 |朝南 |1998年建,sh4285400
"金祥坊,2室1厅,58.1平  ",280,48192,距离13号线祁连山南路站935米,嘉定 丰庄 |高层/6层 |朝南 |1998年建,sh4243748
"丰庄十四街坊,2室1厅,67.3平  ",272,40416,距离13号线丰庄站510米,嘉定 丰庄 |高层/6层 |朝南 |1998年建,sh4175302
"丰庄十四街坊,2室1厅,63.92平  ",285,44586,距离13号线丰庄站510米,嘉定 丰庄 |中层/6层 |朝西南 |1995年建,sh4357453
"金沙嘉苑,3室2厅,128.28平  ",738,57530,距离13号线丰庄站297米,嘉定 丰庄 |中层/12层 |朝南北 |2006年建,sh4375920
"泰宸新苑,3室2厅,109.05平  ",620,56854,距离13号线丰庄站654米,嘉定 丰庄 |低层/6层 |2001年建,sh4238562
"丽景新苑,2室1厅,53.73平  ",279,51926,距离13号线丰庄站757米,嘉定 丰庄 |中层/7层 |朝南 |1999年建,sh4274905
"嘉宝都市港湾,2室2厅,107.43平  ",618,57525,距离13号线丰庄站350米,嘉定 丰庄 |低层/14层 |朝南北 |2008年建,sh4205820
"丰庄二村,2室1厅,71.55平  ",350,48916,距离13号线丰庄站948米,嘉定 丰庄 |高层/6层 |朝南,sh4374876
"丰庄四村,2室1厅,58.4平  ",253,43321,,嘉定 丰庄 |高层/6层 |朝南北 |1996年建,sh4266681
"丰庄十二街坊,3室1厅,103.1平  ",400,38797,距离13号线丰庄站635米,嘉定 丰庄 |高层/6层 |朝南,sh1110595
"金沙嘉苑,2室2厅,103.34平  ",525,50803,距离13号线丰庄站297米,嘉定 丰庄 |低层/12层 |朝南北 |2006年建,sh3227632
"丰庄十四街坊,2室1厅,73.75平  ",305,41355,距离13号线丰庄站510米,嘉定 丰庄 |高层/6层 |朝南,sh4310720
"番禺大厦,2室0厅,60.84平  ",400,65746,距离11号线交通大学站742米,长宁 新华路 |中层/29层 |朝东 |1999年建,sh4249379
"涵乐园,1室2厅,68.47平  ",590,86169,距离6号线源深体育中心站153米,浦东 源深 |低层/24层 |朝东 |1999年建,sh3834890
"大连小区,2室1厅,79.35平  ",625,78764,距离8号线鞍山新村站765米,虹口 临平路 |高层/26层 |朝东 |1994年建,sh4095460
"玉兰花苑,2室2厅,118.59平  ",850,71675,距离1号线上海体育馆站425米,徐汇 徐家汇 |低层/25层 |朝东 |1992年建,sh4076172
"海上国际,1室0厅,28.79平  ",205,71205,距离8号线鞍山新村站49米,杨浦 鞍山 |高层/26层 |朝东,sh4170469
"旭辉U天地,2室1厅,48.45平  ",154,31785,距离11号线南翔站572米,嘉定 南翔 |中层/12层 |朝东 |2014年建,sh1136256
"平凉小区,2室1厅,73.2平  ",345,47131,距离12号线复兴岛站455米,杨浦 周家嘴路 |低层/19层 |朝东 |1997年建,sh4217340
"临沂八村,2室1厅,53.75平  ",338,62883,距离6号线临沂新村站476米,浦东 南码头 |低层/6层 |朝东 |1988年建,sh4271584
"保利叶语（公寓）,4室2厅,125.89平  ",720,57192,距离7号线顾村公园站557米,宝山 顾村 |低层/27层 |朝东 |2012年建,sh4245730
"实业公寓,2室2厅,90.36平  ",730,80787,距离1号线徐家汇站154米,徐汇 徐家汇 |中层/28层 |朝东 |1992年建,sh4338143
"田林十四村,2室1厅,70.83平  ",445,62826,距离9号线桂林路站470米,徐汇 田林 |低层/18层 |朝东 |1993年建,sh4289983
"控江四村,1室1厅,43.47平  ",225,51759,距离8号线黄兴路站806米,杨浦 黄兴公园 |中层/6层 |朝东,sh4254366
"安顺小区,2室1厅,75.04平  ",460,61300,距离10号线宋园路站379米,长宁 虹桥 |中层/10层 |朝东 |1992年建,sh4245930
"金鹿大楼,1室0厅,45.05平  ",415,92119,距离1号线黄陂南路站417米,黄浦 淮海中路 |低层/29层 |朝东 |1992年建,sh4304662
"天柱山路小区,1室0厅,33.61平  ",250,74382,距离4号线南浦大桥站615米,黄浦 蓬莱公园 |高层/6层 |朝东 |1981年建,sh4240856
"海运新村,2室1厅,66.55平  ",380,57099,距离4号线塘桥站548米,浦东 塘桥 |低层/30层 |朝东,sh4254578
"建设新村,1室1厅,49.31平  ",280,56783,距离8号线曲阳路站691米,虹口 鲁迅公园 |中层/5层 |朝东,sh4219933
"松云银座,1室1厅,67.33平  ",125,18565,,松江 松江大学城 |中层/23层 |朝东 |2006年建,sh4373918
"中山北路2410号,2室1厅,64.9平  ",430,66255,距离7号线镇坪路站521米,普陀 武宁 |中层/19层 |朝东 |1986年建,sh4276692
"蒙自路380弄,2室1厅,57.88平  ",450,77747,距离4号线鲁班路站612米,黄浦 五里桥 |中层/6层 |朝东 |1985年建,sh4249246
"九间堂,5室3厅,428.08平  ",16000,373761,,浦东 花木 |地上2层 |朝南北 |2006年建,sh4171800
"胶州路565弄,1室1厅,33.0平  ",1204,364848,距离7号线昌平路站167米,静安 曹家渡 |低层/3层 |朝南 |1978年建,sh4272783
"黄陂南路689号,1室1厅,24.55平  ",880,358452,距离13号线新天地站325米,黄浦 新天地 |低层/3层,sh4365605
"武夷路153弄,8室3厅,422.4平  ",15000,355113,距离2号线江苏路站724米,长宁 中山公园 |高层/1层 |朝南北,sh3779449
"延庆路123弄,1室0厅,30.0平  ",1000,333333,距离1号线常熟路站187米,徐汇 衡山路 |中层/3层,sh4359330
"延庆路123弄,1室0厅,30.9平  ",1000,323624,距离1号线常熟路站187米,徐汇 衡山路 |高层/3层 |朝南,sh4359390
"世茂佘山庄园,5室3厅,695.93平  ",19500,280200,,松江 佘山 |地上2层 |2007年建,sh4320609
"新闸路1788号,6室3厅,450.17平  ",12000,266565,距离7号线静安寺站610米,静安 江宁路 |高层/1层 |朝南北 |1981年建,sh3789582
"复兴坊,1室0厅,30.6平  ",800,261437,距离13号线淮海中路站695米,黄浦 淮海中路 |低层/3层 |朝北,sh1812311
"武夷路153弄,8室3厅,393.6平  ",10000,254065,距离2号线江苏路站724米,长宁 中山公园 |高层/1层 |朝南北 |1937年建,sh1078155
"建国西路218弄,5室3厅,111.0平  ",2800,252252,距离9号线嘉善路站390米,徐汇 建国西路 |高层/1层,sh3689576
"新康花园,2室1厅,100.0平  ",2500,250000,距离1号线常熟路站132米,徐汇 衡山路 |低层/3层 |朝南,sh1087654
"檀宫,7室3厅,1619.03平  ",39500,243973,,长宁 西郊 |地上3层 |朝北 |2005年建,sh1062809
"佘山月湖山庄,6室3厅,503.77平  ",12000,238203,距离9号线佘山站547米,松江 佘山 |地上2层 |朝东南 |2010年建,sh1081373
"愚园路749弄,4室0厅,42.8平  ",1000,233644,距离2号线江苏路站223米,长宁 镇宁路 |高层/3层 |朝南,sh4324988
"和一大厦,1室0厅,131.13平  ",3000,228780,距离12号线汉中路站840米,静安 南京西路 |低层/31层,sh4310626
"九间堂,5室3厅,789.19平  ",18000,228081,,浦东 花木 |地上2层 |朝北 |2006年建,sh2527694
"西郊明苑别墅,6室3厅,877.9平  ",20000,227816,距离10号线龙溪路站426米,长宁 西郊 |地上2层 |朝北 |2007年建,sh1140516
"中福城,3室2厅,131.99平  ",3000,227289,距离1号线人民广场站223米,黄浦 南京东路 |中层/22层 |朝南北 |2003年建,sh2254733
"漕溪大楼,3室0厅,79.65平  ",1800,225988,距离1号线上海体育馆站181米,徐汇 徐家汇 |高层/14层 |朝东北 |1975年建,sh2498782
"古华新村,2室1厅,54.22平  ",155,28587,,奉贤 南桥 |高层/5层 |朝南北,sh4235044
"绿地香颂（奉贤）（公寓）,1室1厅,61.89平  ",150,24236,,奉贤 海湾 |高层/8层 |朝 |2012年建,sh4171326
"鸿宝一村,2室1厅,61.78平  ",220,35610,,奉贤 西渡 |低层/6层 |1995年建,sh4331760
"绿地南桥新苑,2室1厅,64.72平  ",330,50988,,奉贤 南桥 |高层/6层 |朝南 |2007年建,sh4301102
"贝港南区,2室1厅,58.92平  ",170,28852,,奉贤 南桥 |低层/6层 |朝南,sh4278724
"鸿宝一村,2室1厅,56.13平  ",195,34740,,奉贤 西渡 |中层/6层 |朝南 |1996年建,sh4293134
"鸿宝一村,1室1厅,50.9平  ",180,35363,,奉贤 西渡 |高层/6层 |朝南 |1999年建,sh4290381
"水泥新村,2室1厅,55.07平  ",166,30143,,奉贤 西渡 |高层/5层 |朝南 |1985年建,sh4344875
"水上新村（奉贤）,2室1厅,60.0平  ",165,27500,,奉贤 南桥 |中层/5层 |朝南北,sh4332401
"解放新村,2室1厅,61.72平  ",148,23979,,奉贤 南桥 |中层/6层,sh4272791
"鸿宝一村,2室1厅,56.13平  ",190,33849,,奉贤 西渡 |高层/6层 |朝南 |1996年建,sh4360488
"连城一号,1室1厅,60.68平  ",150,24719,,奉贤 西渡 |高层/22层 |朝南 |2013年建,sh3846901
"江海新村,2室1厅,69.24平  ",161,23252,,奉贤 南桥 |低层/6层 |朝南,sh4355280
"古华新村,2室1厅,54.63平  ",165,30203,,奉贤 南桥 |高层/4层 |朝南北,sh4266909
"绿地香颂（奉贤）（公寓）,1室1厅,62.25平  ",142,22811,,奉贤 海湾 |低层/8层 |2012年建,sh4335660
"绿地观邸,1室1厅,68.26平  ",260,38089,,奉贤 南桥 |高层/21层 |2010年建,sh4316341
"阳光四季园,1室1厅,61.65平  ",198,32116,,奉贤 南桥 |低层/6层 |朝东 |2005年建,sh4307951
